"circuit","tournament","country","year","date","gender","match_num","w_player1","w_p1_birthdate","w_p1_age","w_p1_hgt","w_p1_country","w_player2","w_p2_birthdate","w_p2_age","w_p2_hgt","w_p2_country","w_rank","l_player1","l_p1_birthdate","l_p1_age","l_p1_hgt","l_p1_country","l_player2","l_p2_birthdate","l_p2_age","l_p2_hgt","l_p2_country","l_rank","score","duration","bracket","round","w_p1_tot_attacks","w_p1_tot_kills","w_p1_tot_errors","w_p1_tot_hitpct","w_p1_tot_aces","w_p1_tot_serve_errors","w_p1_tot_blocks","w_p1_tot_digs","w_p2_tot_attacks","w_p2_tot_kills","w_p2_tot_errors","w_p2_tot_hitpct","w_p2_tot_aces","w_p2_tot_serve_errors","w_p2_tot_blocks","w_p2_tot_digs","l_p1_tot_attacks","l_p1_tot_kills","l_p1_tot_errors","l_p1_tot_hitpct","l_p1_tot_aces","l_p1_tot_serve_errors","l_p1_tot_blocks","l_p1_tot_digs","l_p2_tot_attacks","l_p2_tot_kills","l_p2_tot_errors","l_p2_tot_hitpct","l_p2_tot_aces","l_p2_tot_serve_errors","l_p2_tot_blocks","l_p2_tot_digs"
"AVP","Miami","United States",2007,2007-04-13,"M",2,"Ryan Cronin",1974-11-29,32.3696099,75,"United States","Tim Church",1977-12-13,29.3305955,77,"United States","Q32","Joe Cash",1978-06-03,28.8596851,76,"United States","Matt Osburn",1978-03-10,29.0924025,76,"United States","Q33","20-22, 21-19, 15-9","1:04","Qualifier Bracket","Round 1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"AVP","Miami","United States",2007,2007-04-13,"M",3,"Eric Wurts",2060-02-25,47.1293634,72,"United States","Kevin Craig",1974-06-27,32.7939767,77,"United States","Q48","Everett Matthews",1977-03-29,30.0396988,72,"Canada","Ivan Mercer",1976-09-19,30.5626283,78,"United States","Q17","14-21, 21-18, 15-7","1:02","Qualifier Bracket","Round 1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"AVP","Miami","United States",2007,2007-04-13,"M",4,"Jim Van Zwieten",1977-09-25,29.5468857,77,"United States","Steve Van Zwieten",1984-05-22,22.8911704,74,"United States","Q16","Andreas Olesen",1977-03-20,30.0643395,73,"Denmark","Teddy Cook",1981-06-05,25.853525,74,"United States","Q49","21-13, 21-15","0:41","Qualifier Bracket","Round 1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"AVP","Miami","United States",2007,2007-04-13,"M",6,"Jeff Soler",1982-11-23,24.386037,78,"United States","Tyler Lesneski",1978-09-20,28.5612594,72,"United States","Q41","Rob McNaughton",1976-10-27,30.45859,71,"United States","Yariv Lerner",1973-06-16,33.8234086,75,"United States","Q24","21-18, 21-14","0:42","Qualifier Bracket","Round 1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"AVP","Miami","United States",2007,2007-04-13,"M",7,"Tim Ryan",1978-08-26,28.6297057,72,"United States","Travis Schoonover",1982-12-10,24.3394935,75,"United States","Q40","Shane Nelson",1988-07-17,18.7378508,77,"United States","Vince Zanzucchi",1983-05-15,23.9123888,74,"United States","Q25","17-21, 21-19, 15-12","1:07","Qualifier Bracket","Round 1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"AVP","Miami","United States",2007,2007-04-13,"M",10,"Jeff Murrell",1973-11-01,33.4455852,74,"United States","Soeren Schneider",1977-04-29,29.9548255,78,"United States","Q28","Michael Bleech",1975-06-10,31.8412047,76,"United States","Vince Fierro",1975-11-03,31.4414784,72,"United States","Q37","21-11, 21-17","0:38","Qualifier Bracket","Round 1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"AVP","Miami","United States",2007,2007-04-13,"M",11,"David DiPierro",1975-11-06,31.4332649,73,"United States","Matt Heagy",1980-02-05,27.1841205,76,"United States","Q21","Matthew Hunter",1971-05-29,35.8740589,74,"United States","Oguz Degirmenci",1978-03-04,29.1088296,73,"United States","Q44","21-11, 21-18","0:41","Qualifier Bracket","Round 1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"AVP","Miami","United States",2007,2007-04-13,"M",14,"Craig Demott",1974-12-13,32.3312799,77,"United States","Dameon Holmquist",1973-12-23,33.303217,75,"United States","Q45","Gaston Macau",1974-10-28,32.4572211,73,"United States","Rony Seikaly",2065-05-10,41.9247091,83,"United States","Q20","21-8, 21-18","0:37","Qualifier Bracket","Round 1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"AVP","Miami","United States",2007,2007-04-13,"M",15,"Guy Hamilton",1971-08-23,35.6386037,74,"United States","William Chenoweth",1984-05-17,22.9048597,75,"United States","Q29","Drew Brand",2068-06-09,38.8418891,78,"United States","Jesse Rambis",1986-01-24,21.2156057,72,"United States","Q36","21-16, 21-14","0:42","Qualifier Bracket","Round 1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"AVP","Miami","United States",2007,2007-04-13,"M",18,"Ed Lunnen",1977-06-10,29.8398357,76,"United States","Nate Hagstrom",1982-11-09,24.4243669,76,"United States","Q30","Andrew Mack",1981-04-29,25.9548255,78,"United States","Bobby Jones",1978-12-09,28.3422313,70,"United States","Q35","21-7, 21-15","0:40","Qualifier Bracket","Round 1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
