"circuit","tournament","country","year","date","gender","match_num","w_player1","w_p1_birthdate","w_p1_age","w_p1_hgt","w_p1_country","w_player2","w_p2_birthdate","w_p2_age","w_p2_hgt","w_p2_country","w_rank","l_player1","l_p1_birthdate","l_p1_age","l_p1_hgt","l_p1_country","l_player2","l_p2_birthdate","l_p2_age","l_p2_hgt","l_p2_country","l_rank","score","duration","bracket","round","w_p1_tot_attacks","w_p1_tot_kills","w_p1_tot_errors","w_p1_tot_hitpct","w_p1_tot_aces","w_p1_tot_serve_errors","w_p1_tot_blocks","w_p1_tot_digs","w_p2_tot_attacks","w_p2_tot_kills","w_p2_tot_errors","w_p2_tot_hitpct","w_p2_tot_aces","w_p2_tot_serve_errors","w_p2_tot_blocks","w_p2_tot_digs","l_p1_tot_attacks","l_p1_tot_kills","l_p1_tot_errors","l_p1_tot_hitpct","l_p1_tot_aces","l_p1_tot_serve_errors","l_p1_tot_blocks","l_p1_tot_digs","l_p2_tot_attacks","l_p2_tot_kills","l_p2_tot_errors","l_p2_tot_hitpct","l_p2_tot_aces","l_p2_tot_serve_errors","l_p2_tot_blocks","l_p2_tot_digs"
"AVP","Austin","United States",2022,2022-05-06,"M",1,"Trevor Crabb",1989-09-15,32.6379192,76,"United States","Tri Bourne",1989-06-20,32.8761123,77,"United States","1","Caleb Kwekel",2002-07-27,19.7754962,,"United States","Marty Lorenz",1990-12-28,31.3538672,77,"United States","16","21-17, 22-20","0:49","Winner's Bracket","Round 1",28,18,5,0.464,1,0,1,11,21,11,2,0.429,4,4,2,6,25,16,3,0.52,1,2,0,5,19,5,3,0.105,4,1,5,5
"AVP","Austin","United States",2022,2022-05-06,"M",2,"John Hyden",1972-10-07,49.5770021,77,"United States","Logan Webber",1995-10-29,26.5188227,,"United States","8","Billy Kolinske",1986-08-06,35.7481177,78,"United States","Evan Cory",1997-11-14,24.4736482,75,"United States","9","21-19, 21-17","0:44","Winner's Bracket","Round 1",23,15,1,0.609,0,2,0,9,27,17,1,0.593,1,5,3,1,18,10,2,0.444,0,1,2,2,25,17,4,0.52,0,2,0,11
"AVP","Austin","United States",2022,2022-05-06,"M",3,"Casey Patterson",1980-04-20,42.0424367,78,"United States","Ed Ratledge",1976-12-16,45.3853525,80,"United States","5","Piotr Marciniak",1986-10-01,35.5947981,78,"Poland","Tim Bomgren",1987-06-01,34.9295003,76,"United States","12","14-21, 21-19, 16-14","1:05","Winner's Bracket","Round 1",34,21,2,0.559,1,2,0,17,39,17,8,0.231,0,2,2,2,33,19,5,0.424,0,1,2,1,35,19,4,0.429,2,2,1,22
"AVP","Austin","United States",2022,2022-05-06,"M",4,"Chase Budinger",1988-05-22,33.9548255,79,"United States","Troy Field",1993-12-21,28.3723477,,"United States","4","Dave Palm",1990-10-10,31.5701574,,"United States","Roberto Rodriguez",1986-08-08,35.742642,75,"Puerto Rico","13","21-19, 21-18","0:46","Winner's Bracket","Round 1",18,9,4,0.278,0,0,5,1,28,17,3,0.5,3,7,0,14,18,9,4,0.278,3,2,5,1,22,7,5,0.091,1,2,0,6
"AVP","Austin","United States",2022,2022-05-06,"M",5,"Chaim Schalk",1986-04-23,36.0355921,77,"Canada","Theo Brunner",1985-03-17,37.1362081,79,"United States","3","Jeff Samuels",1986-06-01,35.9288159,,"United States","Raffe Paulis",1986-05-13,35.980835,74,"United States","14","21-16, 21-19","0:45","Winner's Bracket","Round 1",25,16,6,0.4,1,4,0,18,14,11,0,0.786,0,1,5,1,15,9,2,0.467,2,2,2,0,34,11,4,0.206,0,5,0,6
"AVP","Austin","United States",2022,2022-05-06,"M",6,"Billy Allen",1981-10-15,40.5557837,74,"United States","Jeremy Casebeer",1989-01-03,33.3360712,77,"United States","6","Paul Lotman",1985-11-03,36.5037645,,"United States","Skylar del Sol",1990-10-10,31.5701574,,"United States","11","16-21, 21-16, 15-9","0:59","Winner's Bracket","Round 1",26,15,3,0.462,1,1,0,7,14,9,1,0.571,5,7,1,0,24,13,4,0.375,1,7,1,5,24,17,3,0.583,0,8,0,5
"AVP","Austin","United States",2022,2022-05-06,"M",7,"Taylor Crabb",1992-01-26,30.275154,72,"United States","Taylor Sander",1992-03-17,30.1355236,77,"United States","7","Avery Drost",1986-09-07,35.6605065,77,"United States","Eric Beranek",1996-07-21,25.7905544,,"United States","10","21-15, 21-15","0:46","Winner's Bracket","Round 1",23,15,3,0.522,1,0,0,9,16,12,1,0.688,2,4,2,0,22,13,3,0.455,0,2,4,1,18,8,3,0.278,0,4,0,6
"AVP","Austin","United States",2022,2022-05-06,"M",8,"Andy Benesh",1995-03-14,27.1457906,81,"United States","Phil Dalhausser",1980-01-26,42.275154,81,"United States","2","Lev Priima",1990-07-25,31.7809719,,"United States","Silila Tucker",1995-03-22,27.1238877,,"United States","15","21-15, 21-13","0:46","Winner's Bracket","Round 1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"AVP","Austin","United States",2022,2022-05-06,"M",9,"Trevor Crabb",1989-09-15,32.6379192,76,"United States","Tri Bourne",1989-06-20,32.8761123,77,"United States","1","John Hyden",1972-10-07,49.5770021,77,"United States","Logan Webber",1995-10-29,26.5188227,,"United States","8","21-19, 21-18","0:47","Winner's Bracket","Round 2",21,11,5,0.286,0,1,0,7,22,14,3,0.5,0,1,2,3,21,9,4,0.238,1,2,0,6,28,16,5,0.393,1,4,4,2
"AVP","Austin","United States",2022,2022-05-06,"M",10,"Chase Budinger",1988-05-22,33.9548255,79,"United States","Troy Field",1993-12-21,28.3723477,,"United States","4","Casey Patterson",1980-04-20,42.0424367,78,"United States","Ed Ratledge",1976-12-16,45.3853525,80,"United States","5","21-13, 21-18","0:47","Winner's Bracket","Round 2",19,13,2,0.579,0,4,3,2,21,16,2,0.667,2,3,0,11,16,6,1,0.313,1,5,1,6,20,12,4,0.4,0,1,0,0
