"circuit","tournament","country","year","date","gender","match_num","w_player1","w_p1_birthdate","w_p1_age","w_p1_hgt","w_p1_country","w_player2","w_p2_birthdate","w_p2_age","w_p2_hgt","w_p2_country","w_rank","l_player1","l_p1_birthdate","l_p1_age","l_p1_hgt","l_p1_country","l_player2","l_p2_birthdate","l_p2_age","l_p2_hgt","l_p2_country","l_rank","score","duration","bracket","round","w_p1_tot_attacks","w_p1_tot_kills","w_p1_tot_errors","w_p1_tot_hitpct","w_p1_tot_aces","w_p1_tot_serve_errors","w_p1_tot_blocks","w_p1_tot_digs","w_p2_tot_attacks","w_p2_tot_kills","w_p2_tot_errors","w_p2_tot_hitpct","w_p2_tot_aces","w_p2_tot_serve_errors","w_p2_tot_blocks","w_p2_tot_digs","l_p1_tot_attacks","l_p1_tot_kills","l_p1_tot_errors","l_p1_tot_hitpct","l_p1_tot_aces","l_p1_tot_serve_errors","l_p1_tot_blocks","l_p1_tot_digs","l_p2_tot_attacks","l_p2_tot_kills","l_p2_tot_errors","l_p2_tot_hitpct","l_p2_tot_aces","l_p2_tot_serve_errors","l_p2_tot_blocks","l_p2_tot_digs"
"FIVB","Sydney","Australia",2000,2000-09-16,"M",22,"Kevin Wong",1972-09-12,28.0109514,79,"United States","Rob Heidger",1969-06-03,31.2881588,78,"United States","7","Joel Sotelo",1970-07-13,30.1793292,75,"Mexico","Juan Rodriguez Ibarra",1969-05-30,31.2991102,76,"Mexico","24","Forfeit or other",,"Winner's Bracket","Round 1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FIVB","Sydney","Australia",2000,2000-09-16,"M",23,"Dain Blanton",1971-11-28,28.8021903,75,"United States","Eric Fonoimoana",1969-06-07,31.2772074,75,"United States","9","Jorre Kjemperud",2068-08-31,32.0438056,74,"Norway","Vegard Hoidalen",1971-05-10,29.3552361,76,"Norway","8","15-13","0:54","Winner's Bracket","Round 1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FIVB","Sydney","Australia",2000,2000-09-16,"M",24,"Joao Brenha",1970-05-06,30.3655031,76,"Portugal","Miguel Maia",1971-04-23,29.4017796,71,"Portugal","12","Eduardo Martinez",2061-09-25,38.9760438,76,"Argentina","Martin Conde",1971-08-25,29.0622861,73,"Argentina","5","15-3","0:43","Winner's Bracket","Round 1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FIVB","Sydney","Australia",2000,2000-09-16,"M",25,"Martin Laciga",1975-01-25,25.6427105,77,"Switzerland","Paul Laciga",1970-11-24,29.8124572,76,"Switzerland","4","Julien Prosser",1972-06-11,28.2655715,76,"Australia","Lee Zahner",1974-03-13,26.513347,78,"Australia","1","15-8","0:47","Winner's Bracket","Round 1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FIVB","Sydney","Australia",2000,2000-09-16,"M",26,"Ricardo Santos",1975-01-06,25.6947296,79,"Brazil","Ze Marco de Melo",1971-03-19,29.4976044,75,"Brazil","3","Nikolas Berger",1974-03-18,26.4996578,77,"Austria","Oliver Stamm",2066-10-25,33.8945927,79,"Austria","17","16-14","0:56","Winner's Bracket","Round 1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FIVB","Sydney","Australia",2000,2000-09-16,"M",27,"John Child",2067-05-04,33.3716632,74,"Canada","Mark Heese",1969-08-15,31.0882957,72,"Canada","6","Mikhail Kouchnerev",1972-06-27,28.2217659,76,"Russia","Sergey Ermishin",1970-06-04,30.2861054,82,"Russia","14","15-6","0:40","Winner's Bracket","Round 1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FIVB","Sydney","Australia",2000,2000-09-16,"M",28,"Axel Hager",1969-03-14,31.5099247,80,"Germany","Jorg Ahmann",2066-02-12,34.5927447,75,"Germany","15","Conrad Leinemann",1971-04-02,29.4592745,75,"Canada","Jody Holden",2068-08-20,32.073922,77,"Canada","18","15-6","0:38","Winner's Bracket","Round 1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FIVB","Sydney","Australia",2000,2000-09-16,"M",29,"Fabio Diez",2065-11-18,34.8281999,75,"Spain","Javier Bosma",1969-11-06,30.8610541,75,"Spain","10","Emanuel Rego",1973-04-15,27.4223135,75,"Brazil","Jose Loiola",1970-03-28,30.4722793,76,"Brazil","2","17-16","1:05","Winner's Bracket","Round 1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FIVB","Sydney","Australia",2000,2000-09-16,"M",30,"Dain Blanton",1971-11-28,28.8021903,75,"United States","Eric Fonoimoana",1969-06-07,31.2772074,75,"United States","9","Kevin Wong",1972-09-12,28.0109514,79,"United States","Rob Heidger",1969-06-03,31.2881588,78,"United States","7","15-3","0:31","Winner's Bracket","Round 2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FIVB","Sydney","Australia",2000,2000-09-16,"M",31,"Joao Brenha",1970-05-06,30.3655031,76,"Portugal","Miguel Maia",1971-04-23,29.4017796,71,"Portugal","12","Martin Laciga",1975-01-25,25.6427105,77,"Switzerland","Paul Laciga",1970-11-24,29.8124572,76,"Switzerland","4","15-11","0:43","Winner's Bracket","Round 2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FIVB","Sydney","Australia",2000,2000-09-16,"M",32,"Ricardo Santos",1975-01-06,25.6947296,79,"Brazil","Ze Marco de Melo",1971-03-19,29.4976044,75,"Brazil","3","John Child",2067-05-04,33.3716632,74,"Canada","Mark Heese",1969-08-15,31.0882957,72,"Canada","6","15-13","1:21","Winner's Bracket","Round 2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FIVB","Sydney","Australia",2000,2000-09-16,"M",33,"Axel Hager",1969-03-14,31.5099247,80,"Germany","Jorg Ahmann",2066-02-12,34.5927447,75,"Germany","15","Fabio Diez",2065-11-18,34.8281999,75,"Spain","Javier Bosma",1969-11-06,30.8610541,75,"Spain","10","16-14","0:50","Winner's Bracket","Round 2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FIVB","Sydney","Australia",2000,2000-09-16,"M",1,"Joel Sotelo",1970-07-13,30.1793292,75,"Mexico","Juan Rodriguez Ibarra",1969-05-30,31.2991102,76,"Mexico","24","Julien Prosser",1972-06-11,28.2655715,76,"Australia","Lee Zahner",1974-03-13,26.513347,78,"Australia","1","15-12","0:48","Contender's Bracket","Round 1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FIVB","Sydney","Australia",2000,2000-09-16,"M",2,"Joao Brenha",1970-05-06,30.3655031,76,"Portugal","Miguel Maia",1971-04-23,29.4017796,71,"Portugal","12","Bjorn Maaseide",2068-03-07,32.5284052,78,"Norway","Jan Kvalheim",2063-02-05,37.6125941,79,"Norway","13","15-10","0:41","Contender's Bracket","Round 1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FIVB","Sydney","Australia",2000,2000-09-16,"M",3,"John Child",2067-05-04,33.3716632,74,"Canada","Mark Heese",1969-08-15,31.0882957,72,"Canada","6","Christian Penigaud",2064-02-27,36.5530459,76,"France","Jean-Philippe Jodard",2066-07-08,34.1930185,73,"France","19","15-5","0:34","Contender's Bracket","Round 1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FIVB","Sydney","Australia",2000,2000-09-16,"M",4,"Conrad Leinemann",1971-04-02,29.4592745,75,"Canada","Jody Holden",2068-08-20,32.073922,77,"Canada","18","Kevin Wong",1972-09-12,28.0109514,79,"United States","Rob Heidger",1969-06-03,31.2881588,78,"United States","7","17-15","1:00","Contender's Bracket","Round 1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FIVB","Sydney","Australia",2000,2000-09-16,"M",5,"Dain Blanton",1971-11-28,28.8021903,75,"United States","Eric Fonoimoana",1969-06-07,31.2772074,75,"United States","9","Andreas Scheuerpflug",2067-07-13,33.1800137,77,"Germany","Oliver Oetke",2068-08-18,32.0793977,78,"Germany","16","15-7","0:37","Contender's Bracket","Round 1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FIVB","Sydney","Australia",2000,2000-09-16,"M",6,"Martin Laciga",1975-01-25,25.6427105,77,"Switzerland","Paul Laciga",1970-11-24,29.8124572,76,"Switzerland","4","Martin Lebl",1980-04-12,20.4298426,79,"Czech Republic","Michal Palinek",2067-08-10,33.1033539,75,"Czech Republic","21","15-13","0:52","Contender's Bracket","Round 1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FIVB","Sydney","Australia",2000,2000-09-16,"M",7,"Ricardo Santos",1975-01-06,25.6947296,79,"Brazil","Ze Marco de Melo",1971-03-19,29.4976044,75,"Brazil","3","Bjorn Berg",1972-01-24,28.6461328,77,"Sweden","Simon Dahl",1975-02-06,25.6098563,72,"Sweden","22","15-5","0:38","Contender's Bracket","Round 1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FIVB","Sydney","Australia",2000,2000-09-16,"M",8,"Axel Hager",1969-03-14,31.5099247,80,"Germany","Jorg Ahmann",2066-02-12,34.5927447,75,"Germany","15","Fabio Diez",2065-11-18,34.8281999,75,"Spain","Javier Bosma",1969-11-06,30.8610541,75,"Spain","10","15-13","0:58","Contender's Bracket","Round 1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FIVB","Sydney","Australia",2000,2000-09-16,"M",9,"Jorre Kjemperud",2068-08-31,32.0438056,74,"Norway","Vegard Hoidalen",1971-05-10,29.3552361,76,"Norway","8","Nikolas Berger",1974-03-18,26.4996578,77,"Austria","Oliver Stamm",2066-10-25,33.8945927,79,"Austria","17","15-6","0:38","Contender's Bracket","Round 1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FIVB","Sydney","Australia",2000,2000-09-16,"M",10,"Eduardo Martinez",2061-09-25,38.9760438,76,"Argentina","Martin Conde",1971-08-25,29.0622861,73,"Argentina","5","Andrea Raffaelli",1969-12-19,30.7433265,74,"Italy","Maurizio Pimponi",1970-09-01,30.0424367,75,"Italy","20","15-7","0:35","Contender's Bracket","Round 1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FIVB","Sydney","Australia",2000,2000-09-16,"M",11,"Mikhail Kouchnerev",1972-06-27,28.2217659,76,"Russia","Sergey Ermishin",1970-06-04,30.2861054,82,"Russia","14","Jose Salema",1970-05-19,30.329911,75,"Argentina","Mariano Baracetti",1974-07-12,26.1820671,76,"Argentina","11","15-4","0:30","Contender's Bracket","Round 1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FIVB","Sydney","Australia",2000,2000-09-16,"M",12,"Emanuel Rego",1973-04-15,27.4223135,75,"Brazil","Jose Loiola",1970-03-28,30.4722793,76,"Brazil","2","Joshua Slack",1976-12-16,23.7508556,75,"Australia","Matthew Grinlaubs",1971-06-09,29.2731006,76,"Australia","23","15-3","0:24","Contender's Bracket","Round 1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FIVB","Sydney","Australia",2000,2000-09-16,"M",13,"Julien Prosser",1972-06-11,28.2655715,76,"Australia","Lee Zahner",1974-03-13,26.513347,78,"Australia","1","Bjorn Maaseide",2068-03-07,32.5284052,78,"Norway","Jan Kvalheim",2063-02-05,37.6125941,79,"Norway","13","15-12","0:41","Contender's Bracket","Round 2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FIVB","Sydney","Australia",2000,2000-09-16,"M",14,"Kevin Wong",1972-09-12,28.0109514,79,"United States","Rob Heidger",1969-06-03,31.2881588,78,"United States","7","Christian Penigaud",2064-02-27,36.5530459,76,"France","Jean-Philippe Jodard",2066-07-08,34.1930185,73,"France","19","15-2","0:20","Contender's Bracket","Round 2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FIVB","Sydney","Australia",2000,2000-09-16,"M",15,"Martin Lebl",1980-04-12,20.4298426,79,"Czech Republic","Michal Palinek",2067-08-10,33.1033539,75,"Czech Republic","21","Andreas Scheuerpflug",2067-07-13,33.1800137,77,"Germany","Oliver Oetke",2068-08-18,32.0793977,78,"Germany","16","15-8","0:33","Contender's Bracket","Round 2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FIVB","Sydney","Australia",2000,2000-09-16,"M",16,"Fabio Diez",2065-11-18,34.8281999,75,"Spain","Javier Bosma",1969-11-06,30.8610541,75,"Spain","10","Bjorn Berg",1972-01-24,28.6461328,77,"Sweden","Simon Dahl",1975-02-06,25.6098563,72,"Sweden","22","15-11","0:48","Contender's Bracket","Round 2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FIVB","Sydney","Australia",2000,2000-09-16,"M",17,"Nikolas Berger",1974-03-18,26.4996578,77,"Austria","Oliver Stamm",2066-10-25,33.8945927,79,"Austria","17","Andrea Raffaelli",1969-12-19,30.7433265,74,"Italy","Maurizio Pimponi",1970-09-01,30.0424367,75,"Italy","20","15-9","0:41","Contender's Bracket","Round 2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FIVB","Sydney","Australia",2000,2000-09-16,"M",18,"Joshua Slack",1976-12-16,23.7508556,75,"Australia","Matthew Grinlaubs",1971-06-09,29.2731006,76,"Australia","23","Jose Salema",1970-05-19,30.329911,75,"Argentina","Mariano Baracetti",1974-07-12,26.1820671,76,"Argentina","11","15-2","0:29","Contender's Bracket","Round 2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FIVB","Sydney","Australia",2000,2000-09-16,"M",19,"Julien Prosser",1972-06-11,28.2655715,76,"Australia","Lee Zahner",1974-03-13,26.513347,78,"Australia","1","Kevin Wong",1972-09-12,28.0109514,79,"United States","Rob Heidger",1969-06-03,31.2881588,78,"United States","7","15-11","0:38","Contender's Bracket","Round 3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FIVB","Sydney","Australia",2000,2000-09-16,"M",20,"Fabio Diez",2065-11-18,34.8281999,75,"Spain","Javier Bosma",1969-11-06,30.8610541,75,"Spain","10","Martin Lebl",1980-04-12,20.4298426,79,"Czech Republic","Michal Palinek",2067-08-10,33.1033539,75,"Czech Republic","21","15-4","0:25","Contender's Bracket","Round 3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FIVB","Sydney","Australia",2000,2000-09-16,"M",21,"Nikolas Berger",1974-03-18,26.4996578,77,"Austria","Oliver Stamm",2066-10-25,33.8945927,79,"Austria","17","Joshua Slack",1976-12-16,23.7508556,75,"Australia","Matthew Grinlaubs",1971-06-09,29.2731006,76,"Australia","23","15-10","0:38","Contender's Bracket","Round 3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
