"circuit","tournament","country","year","date","gender","match_num","w_player1","w_p1_birthdate","w_p1_age","w_p1_hgt","w_p1_country","w_player2","w_p2_birthdate","w_p2_age","w_p2_hgt","w_p2_country","w_rank","l_player1","l_p1_birthdate","l_p1_age","l_p1_hgt","l_p1_country","l_player2","l_p2_birthdate","l_p2_age","l_p2_hgt","l_p2_country","l_rank","score","duration","bracket","round","w_p1_tot_attacks","w_p1_tot_kills","w_p1_tot_errors","w_p1_tot_hitpct","w_p1_tot_aces","w_p1_tot_serve_errors","w_p1_tot_blocks","w_p1_tot_digs","w_p2_tot_attacks","w_p2_tot_kills","w_p2_tot_errors","w_p2_tot_hitpct","w_p2_tot_aces","w_p2_tot_serve_errors","w_p2_tot_blocks","w_p2_tot_digs","l_p1_tot_attacks","l_p1_tot_kills","l_p1_tot_errors","l_p1_tot_hitpct","l_p1_tot_aces","l_p1_tot_serve_errors","l_p1_tot_blocks","l_p1_tot_digs","l_p2_tot_attacks","l_p2_tot_kills","l_p2_tot_errors","l_p2_tot_hitpct","l_p2_tot_aces","l_p2_tot_serve_errors","l_p2_tot_blocks","l_p2_tot_digs"
"FIVB","Montpellier","France",2017,2017-09-07,"M",2,"Maksim Hudyakov",1989-05-10,28.3285421,75,"Russia","Ruslan Bykanov",1992-10-20,24.881588,76,"Russia","14, Q9","Christian Garcia",1986-11-01,30.8501027,75,"Spain","Raul Mesa",1982-04-16,35.394935,75,"Spain","Q8","18-21, 21-19, 15-7","0:53","Qualifier Bracket","Round 1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FIVB","Montpellier","France",2017,2017-09-07,"M",3,"Adrian Heidrich",1994-09-18,22.9705681,81,"Switzerland","Michiel Zandbergen",1995-08-07,22.0862423,80,"Switzerland","Q5","Adam Roberts",1976-01-25,41.6180698,73,"United States","Jon Mesko",1977-03-30,40.440794,78,"United States","Q12","21-14, 18-21, 15-13","0:50","Qualifier Bracket","Round 1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FIVB","Montpellier","France",2017,2017-09-07,"M",4,"Djordje Klasnic",1995-06-16,22.2286105,76,"Serbia","Lazar Kolaric",1994-10-12,22.9048597,76,"Serbia","10, Q4","Florian Gosselin",1987-06-24,30.2067077,,"France","Martel Bosqui",1981-10-27,35.8631075,,"France","Q13","22-20, 21-18","0:43","Qualifier Bracket","Round 1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FIVB","Montpellier","France",2017,2017-09-07,"M",5,"Adrian Caravano",1977-01-28,40.6078029,75,"France","Yann Faure",1991-02-09,26.5763176,,"France","16, Q14","Alexander Herrmann",1991-12-18,25.7221081,79,"Sweden","Martin Appelgren",1990-04-29,27.3593429,74,"Sweden","Q3","22-20, 24-22","0:48","Qualifier Bracket","Round 1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FIVB","Montpellier","France",2017,2017-09-07,"M",6,"Mark Garcia-Kidd",1989-08-28,28.0273785,75,"England","Matthew Hunter",1994-02-05,23.5865845,,"England","Q6","Emanuele Monduzzi",1970-12-28,46.6940452,74,"San Marino","Fabio Matteoni",1987-10-24,29.8726899,73,"Italy","Q11","21-19, 21-14","0:39","Qualifier Bracket","Round 1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FIVB","Montpellier","France",2017,2017-09-07,"M",7,"Ruben Penninga",1997-09-11,19.9890486,78,"Netherlands","Tom van Steenis",1996-03-01,21.5195072,80,"Netherlands","9, Q7","Pim Heurman",1975-03-07,42.5051335,,"Netherlands","Thijs Nijeboer",1995-10-15,21.8973306,75,"Netherlands","Q10","21-14, 21-8","0:27","Qualifier Bracket","Round 1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FIVB","Montpellier","France",2017,2017-09-07,"M",9,"Maksim Hudyakov",1989-05-10,28.3285421,75,"Russia","Ruslan Bykanov",1992-10-20,24.881588,76,"Russia","14, Q9","Philipp Bergmann",1991-01-04,26.6748802,78,"Germany","Yannick Harms",1994-01-14,23.6468172,,"Germany","Q1","24-22, 21-13","0:40","Qualifier Bracket","Round 2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FIVB","Montpellier","France",2017,2017-09-07,"M",10,"Djordje Klasnic",1995-06-16,22.2286105,76,"Serbia","Lazar Kolaric",1994-10-12,22.9048597,76,"Serbia","10, Q4","Adrian Heidrich",1994-09-18,22.9705681,81,"Switzerland","Michiel Zandbergen",1995-08-07,22.0862423,80,"Switzerland","Q5","21-14, 18-21, 15-13","0:51","Qualifier Bracket","Round 2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FIVB","Montpellier","France",2017,2017-09-07,"M",11,"Adrian Caravano",1977-01-28,40.6078029,75,"France","Yann Faure",1991-02-09,26.5763176,,"France","16, Q14","Mark Garcia-Kidd",1989-08-28,28.0273785,75,"England","Matthew Hunter",1994-02-05,23.5865845,,"England","Q6","21-15, 21-16","0:35","Qualifier Bracket","Round 2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FIVB","Montpellier","France",2017,2017-09-07,"M",12,"Ruben Penninga",1997-09-11,19.9890486,78,"Netherlands","Tom van Steenis",1996-03-01,21.5195072,80,"Netherlands","9, Q7","Kusti Nolvak",1991-11-06,25.8370979,75,"Estonia","Mart Tiisaar",1991-11-05,25.8398357,81,"Estonia","Q2","21-18, 23-25, 15-13","0:52","Qualifier Bracket","Round 2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
